Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,260132,349661,2023-02-28 18:48:16 EST,44985,0.783518519,Link,8,8,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064794548009/posts/578638544305959,"#WorldNews - Wang Fengqin suffered from hunger in her youth, when Mao Zedong was running China, so it brings her joy to cook a nice dinner whenever her sons visit her in the rapidly depopulating northeastern village of Wudaogang.",https://www.fijitimes.com/rust-belt-province-got-old-before-it-got-rich-as-much-of-china-will/,,,"Rust belt province got old before it got rich, as much of China will - The Fiji Times","By Eduardo Baptista and Farah Master WUDAOGANG, China (Reuters) – Wang Fengqin suffered from hunger in her youth, when Mao Zedong was running China, so it brings her joy to cook a nice dinner whenever her sons visit her in the rapidly depopulating northeastern village of Wudaogang. “Come home to...",,,,8,-11
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,259796,349325,2023-02-26 16:30:36 EST,44983,0.687916667,Link,8,8,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064794548009/posts/577375317765615,"#WORLDNEWS Chinese ambassador to the European Union Fu Cong said European Commission President Ursula von der Leyen and European Council President Charles Michel may visit China in the first half of 2023, China’s state-backed Global Times reported. #TimesNews #FijiNews #Reuters",https://www.fijitimes.com/chinas-eu-ambassador-says-eu-leaders-may-visit-china-by-mid-2023/,,,China's EU ambassador says EU leaders may visit China by mid-2023 - The Fiji Times,"BEIJING (Reuters) – Chinese ambassador to the European Union Fu Cong said European Commission President Ursula von der Leyen and European Council President Charles Michel may visit China in the first half of 2023, China’s state-backed Global Times reported. Preparations for the visit by the EU.....",,,,8,-10.75
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,258066,347645,2023-02-11 19:44:48 EST,44968,0.822777778,Link,8,7,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064794548009/posts/566716368831510,"#WORLDNEWS The head of Germany’s domestic intelligence agency fears that China is expanding its spy activities against Berlin, he said in a newspaper interview published on Saturday, adding that Beijing was focusing increasingly on political espionage. #TimesNews #FijiNews #Reuters",https://www.fijitimes.com/china-cranking-up-political-espionage-german-official-tells-newspaper/,,,"China cranking up political espionage, German official tells newspaper - The Fiji Times","BERLIN (Reuters) – The head of Germany’s domestic intelligence agency fears that China is expanding its spy activities against Berlin, he said in a newspaper interview published on Saturday, adding that Beijing was focusing increasingly on political espionage. “China is developing wide-ranging...",,,,8,-7.5
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,257870,347456,2023-02-10 16:19:49 EST,44967,0.680428241,Link,8,8,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064794548009/posts/565884742248006,"#WORLDNEWS A Chinese health official has urged local governments to take “bold” steps to lower the cost of having babies and raising children to reduce the burden on families and boost fertility, a state-backed publication reported on Friday. #TimesNews #FijiNews #Reuters",https://www.fijitimes.com/in-aging-china-a-call-for-bold-steps-to-cut-cost-of-having-babies/,,,"In aging China, a call for 'bold' steps to cut cost of having babies - The Fiji Times","HONG KONG (Reuters) – A Chinese health official has urged local governments to take “bold” steps to lower the cost of having babies and raising children to reduce the burden on families and boost fertility, a state-backed publication reported on Friday. China’s population fell last year for ...",,,,8,-16.38
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,255733,345223,2023-01-28 17:28:37 EST,44954,0.728206019,Link,8,8,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064794548009/posts/556402939862853,"#WORLDNEWS France has extended mandatory COVID tests for travellers from China until Feb. 15, a government decree published on Saturday showed. #TimesNews #FijiNews #Reuters",https://www.fijitimes.com/france-extends-mandatory-covid-tests-for-chinese-travellers-until-feb-15/,,,France extends mandatory COVID tests for Chinese travellers until Feb 15 - The Fiji Times,"PARIS (Reuters) – France has extended mandatory COVID tests for travellers from China until Feb. 15, a government decree published on Saturday showed. While Chinese officials have said infections have peaked, some global experts have warned about the possibility of a rise in cases in rural areas l...",,,,8,-14.88
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,255540,345029,2023-01-27 16:59:12 EST,44953,0.707777778,Link,8,6,0,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064794548009/posts/555684123268068,#WORLDNEWS Chinese President Xi Jinping said on Thursday relations with Australia were moving in the right direction in the latest sign of an improvement in ties between the major trading partners. #TimesNews #FijiNews #Reuters,https://www.fijitimes.com/chinas-xi-says-ties-with-australia-moving-in-right-direction-state-media/,,,"China's Xi says ties with Australia moving in ""right direction"" - state media - The Fiji Times",SHANGHAI (Reuters) – Chinese President Xi Jinping said on Thursday relations with Australia were moving in the right direction in the latest sign of an improvement in ties between the major trading partners. Xi made his comments in a congratulatory message for Australia Day to Australian Governor-...,,,,8,-14.88
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,251864,341272,2023-01-03 18:58:55 EST,44929,0.790914352,Link,8,8,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064794548009/posts/539040311599116,#WORLDNEWS A group representing internet service providers across Europe said on Tuesday that a proposal to make Big Tech companies pay towards telecom operators’ network costs could create systemic weakness in critical infrastructure. #TimesNews #FijiNews #Reuters,https://www.fijitimes.com/chinas-finance-minister-promises-appropriate-2023-fiscal-expansion-2/,,,China's finance minister promises 'appropriate' 2023 fiscal expansion - The Fiji Times,By Martin Coulter LONDON (Reuters) – A group representing internet service providers across Europe said on Tuesday that a proposal to make Big Tech companies pay towards telecom operators’ network costs could create systemic weakness in critical infrastructure. Telecom operators have been pushin...,,,,8,-17
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,248247,337369,2022-12-21 18:50:11 EST,44916,0.784849537,Link,8,4,0,2,0,2,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064794548009/posts/529159425920538,"#WorldNews - India’s government has asked all states to step up surveillance for any new variants of the coronavirus, citing an increase in COVID-19 cases in China and elsewhere.",https://www.fijitimes.com/india-to-step-up-covid-surveillance-as-cases-increase-elsewhere/,,,India to step up COVID surveillance as cases increase elsewhere - The Fiji Times,"NEW DELHI (Reuters) – India’s government has asked all states to step up surveillance for any new variants of the coronavirus, citing an increase in COVID-19 cases in China and elsewhere. India has reported the most COVID cases in the world after the United States but its tally of confirmed infe...",,,,8,-15.62
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,239455,328379,2022-09-05 17:28:33 EDT,44809,0.728159722,Link,8,7,0,0,0,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064794548009/posts/446090807560734,"#WORLDNEWS China’s Shenzhen moved away on Monday from a weekend COVID-19 lockdown covering most parts of the city as new infections showed signs of stabilising in its latest outbreak, while entertainment venues and large events remained suspended. #TimesNews #FijiNews #Reuters",https://www.fijitimes.com/chinas-shenzhen-eases-weekend-covid-lockdown-but-some-curbs-remain/,,,China’s Shenzhen eases weekend COVID lockdown but some curbs remain,"FILE PHOTO: Medical workers in protective suits collect swabs from residents at a residential compound in Nanshan district, following a coronavirus disease (COVID-19) outbreak in Shenzhen, Guangdong province, China September 3, 2022. REUTERS/David Kirton",,,,8,-6.5
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,235633,324621,2022-08-01 13:20:15 EDT,44774,0.555729167,Link,8,6,0,1,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064794548009/posts/422257226610759,"#OPINION The signing of a treaty between China and Solomon Islands has instigated a frenzy of development spending in the Pacific by Australia, New Zealand and even the US. #TimesNews #FijiNews #FijiTimesOpinion",https://www.fijitimes.com/rethinking-pacer-plus/,,,Rethinking PACER Plus,"The signing of a treaty between China and Solomon Islands has instigated a frenzy of development spending in the Pacific by Australia, New Zealand and even the US. This has been readily labelled by cynics as a geostrategic political response to China’s increasing influence.",,,,8,-8.62
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,234598,323666,2022-07-15 17:24:52 EDT,44757,0.725601852,Link,8,7,0,0,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064794548009/posts/411109104392238,"#WORLDNEWS China-Australia relations are facing both challenges and opportunities at the present, and China is willing to “recalibrate” ties in the spirit of mutual respect, said Chinese Foreign Minister Wang Yi. #TimesNews #FijiNews #Reuters",https://www.fijitimes.com/china-willing-to-recalibrate-ties-with-australia-wang-yi/,,,China willing to ‘recalibrate’ ties with Australia – Wang Yi,"FILE PHOTO: US Secretary of State Antony Blinken (not pictured) meets Chinese Foreign Minister Wang Yi during a meeting in Nusa Dua, Bali, Indonesia July 9, 2022. Stefani Reynolds/Pool via REUTERS/File Photo",,,,8,-9.75
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,232455,321441,2022-06-15 19:02:36 EDT,44727,0.793472222,Link,8,6,0,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064794548009/posts/390417399794742,#WorldNews - Australia’s foreign minister will travel to the Solomon Islands on Friday to meet with Prime Minister Manasseh Sogavare amid concern over the regional impact of a security deal between the Pacific islands nation and China.,https://www.fijitimes.com/australias-foreign-minister-wong-to-travel-to-solomon-islands-amid-concern-over-china-security-pact/,,,Australia’s foreign minister Wong to travel to Solomon Islands amid concern over China security pact,"FILE PHOTO: Children fish at a beach in central Honiara, the capital of the Solomon Islands, on September 14, 2012.. REUTERS/Daniel Munoz",,,,8,-11.25
Sunday Isles,sundayisles,1.00064E+14,MEDIA_NEWS_COMPANY,SB,"Solomon Islands' first Sunday paper, offering greater coverage of the stories that matter to you",41339.15347,10760,12284,2022-05-12 22:57:32 EDT,44693,0.95662037,Link,7,6,0,0,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/432206153524652/posts/5077149655696922,"EAST Central Guadalcanal vanilla farmers whose productions have been crippled in recent years, will benefit from last year’s People’s Republic of China funding to boost vanilla production in their rural setting. Rural Vanilla farmer and Co-Ordinator, Mathew Aini told Environment Media that 12 years ago, vanilla farmers from Patima Village along the Monga River in East Central Guadalcanal have benefited from a 3 years project funded under AUSAID (Australian Agency for International Development) community sector program, however, the vanilla production was crippled due to lack of established markets and business development opportunities. READ MORE: https://environment.islesmedia.net/prc-gives-new-hope-to-vanilla-farmers-in-east-central-guadalcanal/",https://environment.islesmedia.net/prc-gives-new-hope-to-vanilla-farmers-in-east-central-guadalcanal/,,,PRC Gives New Hope to Vanilla Farmers in East Central Guadalcanal - Environment Media,BY JOHN HOUANIHAU,,,,7,-5.29
Islands Business,IslandsBusiness,1.00064E+14,TOPIC_PUBLISHER,FJ,"Islands Business is the sole surviving news and business monthly of the Pacific Islands, and your so",41827.09097,33674,36702,2022-06-20 05:32:41 EDT,44732,0.231030093,Photo,7,6,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/290491571130816/posts/2013146962198593,"Australia recommits to Nauru ‘regional processing centre’ Australian Foreign Minister Penny Wong has recommitted to maintaining the regional processing centre on Nauru, which accounts for more than half of the island country’s budget. Revenue from the processing centre accounts for $135 million (US$95 million) of Nauru’s $250 million (US$176 million) revenue stream in its 2022/23 budget. Senator Wong says the Albanese government remains committed to offshore processing of asylum seekers under Operation Sovereign Borders. “We’ve been clear about the government’s maintenance of (the centre),” she told reporters in New Zealand late last week. But Australia and New Zealand would need to work with Pacific island nations to ensure long-term economic stability to avoid smaller nations becoming indebted to international actors such as China. More on https://bit.ly/3N6uP1t:=:https://islandsbusiness.com/news-break/australia-recommits-to-nauru-regional-processing-centre/ #australia #nauru",https://www.facebook.com/IslandsBusiness/photos/a.290517521128221/2013146905531932/?type=3,,,,,,,,7,-4.57
Islands Business,IslandsBusiness,1.00064E+14,TOPIC_PUBLISHER,FJ,"Islands Business is the sole surviving news and business monthly of the Pacific Islands, and your so",41827.09097,33557,36498,2022-05-23 22:17:40 EDT,44704,0.928935185,Link,7,5,0,1,0,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/290491571130816/posts/1992724987574124,"The Solomon Islands has congratulated Australia’s new Prime Minister Anthony Albanese on his election win as the 31st Prime Minister of Australia. Yet, “much however, remains to be done,” says Solomon Islands Prime Minister Manasseh Sogavare. #Australia #China #Election #Security #SolomonIslands",https://islandsbusiness.com/news-break/solomon-islands-congratulates-albanese-on-election-win/,,,Solomon Islands congratulates Albanese on election win - Islands Business,"Solomons PM Sogavare has affirmed that he will “take Solomon Islands' relationship with Australia to another level under Albanese’s tenure"".",,,,7,-3.57
Islands Business,IslandsBusiness,1.00064E+14,TOPIC_PUBLISHER,FJ,"Islands Business is the sole surviving news and business monthly of the Pacific Islands, and your so",41827.09097,33557,36490,2022-05-19 19:39:42 EDT,44700,0.819236111,Photo,7,5,0,1,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/290491571130816/posts/1989563404556949,"By Dr Wadan Narsey Australia has been jolted out of its self-declared “vuvale” (family) complacency in its relations to the Pacific. Following the recent political fall-out in Australia because of the China-Solomon Islands signing of a Treaty, and regardless of who wins the forthcoming elections tomorrow, there is now the possibility of a new era strengthening the ties between Australia (and New Zealand) and Pacific Island Countries. The Solomon Islands Debacle In recent months, Australian politics has been in turmoil because of the signing of a treaty between Solomon Islands and China. There is a clear perception in all sides of the political spectrum in Australia that this treaty, whatever it has in store for the future presence of China in the Solomon Islands, weakens Australia’s geostrategic position in the Pacific and allows China a “foothold” which could conceivably be used for military purposes in the future. This military possibility has been denied by the Solomon Islands Government, which sees the West’s concerns as paternalistic and interfering with the Solomon Islands’ sovereignty and its right to diversify is relationships with any international powers, including China. Solomon Islands sees China as a new and strengthening development partner in aid, infrastructure development and investment, especially through links with China’s Belt and Road initiative. The U.S. and Australia both sent delegations to convince the Solomon Islands to not sign the treaty- to no avail. So what now for Australia and NZ? The Morrison Government repeated all its previous rhetoric of their strong ties to their Pacific through their “vuvale” or family, a concept that most Pacific Islanders saw as quite empty given the usual treatment of Pacific Islanders by Australia. But there is a new ball game in town from the 2022 Elections jousting between the major political parties. The Australian Labour Party has announced a set of new initiatives to strengthen Australia’s position in the Pacific, and some may indeed do so. Read more on Dr Narsey's analysis on https://islandsbusiness.com/news-break/australia-nz-and-the-pics-a-new-era-for-pacer/ #Australia #China #NewZealand #PACER #SolomonIslands",https://www.facebook.com/IslandsBusiness/photos/a.290517521128221/1989563251223631/?type=3,,,,,,,,7,-5.86
